Área de Avaliação	Código da IES	Nome da IES*	Categoria Administrativa	Modalidade de Ensino	Sigla da UF** 	Nº  de Concluintes Participantes	Nota Padronizada - FG	Nota Padronizada - CE	Conceito Enade (Contínuo)	Conceito Enade (Faixa)	 Proporção de Concluintes participantes com nota no Enem	 Nota Bruta - IDD	 IDD (Contínuo)	 IDD (Faixa)
MEDICINA VETERINÁRIA	18062	Faculdade Marechal Rondon	Privada sem fins lucrativos	Educação Presencial	RO	22	2,50851907	1,927644682	2,072863279	3	0,818181818	1,091373492	2,696112407	3
MEDICINA	11645	FACULDADE UNINASSAU VILHENA	Privada com fins lucrativos	Educação Presencial	RO	39	1,120289013	2,240098302	1,96014598	3	0,871794872	1,154501743	2,686377448	3
NUTRIÇÃO	11645	FACULDADE UNINASSAU VILHENA	Privada com fins lucrativos	Educação Presencial	RO	22	1,503353576	1,125411798	1,219897242	2	0,636363636	-1,948503656	1,747098265	2
FARMÁCIA	11645	FACULDADE UNINASSAU VILHENA	Privada com fins lucrativos	Educação Presencial	RO	22	2,172698038	2,221420871	2,209240163	3	0,636363636	-2,106697607	1,79778858	2
ENFERMAGEM	11645	FACULDADE UNINASSAU VILHENA	Privada com fins lucrativos	Educação Presencial	RO	14	2,925878147	2,738931282	2,785667998	3	0,785714286	2,410935901	3,135120337	4
ENGENHARIA AMBIENTAL	11645	FACULDADE UNINASSAU VILHENA	Privada com fins lucrativos	Educação Presencial	RO	0				SC				SC
FISIOTERAPIA	11645	FACULDADE UNINASSAU VILHENA	Privada com fins lucrativos	Educação Presencial	RO	11	0,915153786	1,457022853	1,321555586	2	0,727272727	-2,518917572	1,805413608	2
ARQUITETURA E URBANISMO	11645	FACULDADE UNINASSAU VILHENA	Privada com fins lucrativos	Educação Presencial	RO	7	3,48850432	2,032117367	2,396214105	3	0,714285714	1,092645912	3,130357278	4
ENGENHARIA DE COMPUTAÇÃO I	11645	FACULDADE UNINASSAU VILHENA	Privada com fins lucrativos	Educação Presencial	RO	11	1,796800833	1,380411065	1,484508507	2	0,909090909	0,191494625	2,375736916	3
BIOMEDICINA	11645	FACULDADE UNINASSAU VILHENA	Privada com fins lucrativos	Educação Presencial	RO	10	1,208674609	1,50369255	1,429938065	2	1	0,104324552	2,307302072	3
ENFERMAGEM	549	UNIVERSIDADE FEDERAL DO ACRE	Pública Federal	Educação Presencial	AC	26	3,151739386	3,280430643	3,248257828	4	1	1,220577182	2,837681235	3
AGRONOMIA	549	UNIVERSIDADE FEDERAL DO ACRE	Pública Federal	Educação Presencial	AC	44	1,813957365	1,880207094	1,863644661	2	0,954545455	-2,772416434	1,64464486	2
ENGENHARIA FLORESTAL	549	UNIVERSIDADE FEDERAL DO ACRE	Pública Federal	Educação Presencial	AC	34	1,156513222	0	0,289128306	1	0,970588235	-3,939969447	0,85643116	1
ENGENHARIA CIVIL	549	UNIVERSIDADE FEDERAL DO ACRE	Pública Federal	Educação Presencial	AC	37	3,078642552	3,131569234	3,118337564	4	1	1,682011448	2,66079195	3
FISIOTERAPIA	2613	Centro Universitário Estácio Meta de Rio Branco Estácio	Privada com fins lucrativos	Educação Presencial	AC	16	2,678812289	2,635608377	2,646409355	3	0,8125	1,412443692	2,903189129	3
FARMÁCIA	2613	Centro Universitário Estácio Meta de Rio Branco Estácio	Privada com fins lucrativos	Educação Presencial	AC	20	2,13028354	1,354555103	1,548487212	2	0,8	-4,906530334	1,038488315	2
BIOMEDICINA	2613	Centro Universitário Estácio Meta de Rio Branco Estácio	Privada com fins lucrativos	Educação Presencial	AC	7	2,523313123	1,848767613	2,017403991	3	1	-0,352873289	2,205666248	3
ENFERMAGEM	2613	Centro Universitário Estácio Meta de Rio Branco Estácio	Privada com fins lucrativos	Educação Presencial	AC	24	1,607537888	1,300808683	1,377490984	2	0,833333333	-4,902752142	1,307623491	2
ENGENHARIA CIVIL	2613	Centro Universitário Estácio Meta de Rio Branco Estácio	Privada com fins lucrativos	Educação Presencial	AC	32	1,80764411	1,746662205	1,761907681	2	0,90625	0,377778962	2,310506292	3
NUTRIÇÃO	2613	Centro Universitário Estácio Meta de Rio Branco Estácio	Privada com fins lucrativos	Educação Presencial	AC	21	3,027417747	2,959404081	2,976407498	4	0,857142857	2,062306851	3,487489708	4
ODONTOLOGIA	2613	Centro Universitário Estácio Meta de Rio Branco Estácio	Privada com fins lucrativos	Educação Presencial	AC	32	1,702342651	0,682183947	0,937223623	1	0,8125	-4,423658511	1,30234523	2
ENGENHARIA ELÉTRICA	2132	CENTRO UNIVERSITÁRIO UNINORTE	Privada com fins lucrativos	Educação Presencial	AC	2	0	0,941176471	0,705882353	1	1	-0,610914208	2,280100081	3
ENGENHARIA CIVIL	2132	CENTRO UNIVERSITÁRIO UNINORTE	Privada com fins lucrativos	Educação Presencial	AC	11	1,836409205	1,63361163	1,684311024	2	0,818181818	-2,140959108	1,634033478	2
MEDICINA	2132	CENTRO UNIVERSITÁRIO UNINORTE	Privada com fins lucrativos	Educação Presencial	AC	72	0,211524985	0,881613577	0,714091429	1	0,680555556	-2,741636242	1,406147563	2
BIOMEDICINA	2132	CENTRO UNIVERSITÁRIO UNINORTE	Privada com fins lucrativos	Educação Presencial	AC	17	1,74999635	1,618564397	1,651422385	2	0,823529412	0,373113944	2,367054391	3
ARQUITETURA E URBANISMO	2132	CENTRO UNIVERSITÁRIO UNINORTE	Privada com fins lucrativos	Educação Presencial	AC	4	1,859829587	2,408158208	2,271076053	3	0,75	0,259869862	2,767829486	3
FISIOTERAPIA	2132	CENTRO UNIVERSITÁRIO UNINORTE	Privada com fins lucrativos	Educação Presencial	AC	9	2,519295616	2,758178144	2,698457512	3	0,888888889	-0,688955304	2,316403987	3
ENFERMAGEM	2132	CENTRO UNIVERSITÁRIO UNINORTE	Privada com fins lucrativos	Educação Presencial	AC	41	1,65349055	1,710448686	1,696209152	2	0,87804878	-2,693502032	1,859656554	2
ODONTOLOGIA	2132	CENTRO UNIVERSITÁRIO UNINORTE	Privada com fins lucrativos	Educação Presencial	AC	30	2,036184725	1,430832915	1,582170867	2	1	-2,242375958	1,883034238	2
FONOAUDIOLOGIA	2132	CENTRO UNIVERSITÁRIO UNINORTE	Privada com fins lucrativos	Educação Presencial	AC	13	0	0	0	1	0,615384615	-2,116152915	1,064682676	2
FARMÁCIA	2132	CENTRO UNIVERSITÁRIO UNINORTE	Privada com fins lucrativos	Educação Presencial	AC	23	2,229749303	0,788881851	1,149098714	2	0,956521739	-3,501247821	1,41959372	2
NUTRIÇÃO	549	UNIVERSIDADE FEDERAL DO ACRE	Pública Federal	Educação Presencial	AC	25	3,137647059	2,618656763	2,748404337	3	1	-0,712187578	2,283566872	3
MEDICINA	549	UNIVERSIDADE FEDERAL DO ACRE	Pública Federal	Educação Presencial	AC	40	3,331841281	2,567242214	2,75839198	3	0,925	-1,348263546	1,863995147	2
ENGENHARIA ELÉTRICA	549	UNIVERSIDADE FEDERAL DO ACRE	Pública Federal	Educação Presencial	AC	28	1,817700818	2,016281513	1,966636339	3	1	-2,476438426	1,36556792	2
ENGENHARIA FLORESTAL	549	UNIVERSIDADE FEDERAL DO ACRE	Pública Federal	Educação Presencial	AC	30	4,093307215	2,81431089	3,134059971	4	0,9	1,490824473	3,169746775	4
MEDICINA VETERINÁRIA	549	UNIVERSIDADE FEDERAL DO ACRE	Pública Federal	Educação Presencial	AC	55	3,127119269	3,072687803	3,08629567	4	0,927272727	1,018100993	2,672219432	3
AGRONOMIA	549	UNIVERSIDADE FEDERAL DO ACRE	Pública Federal	Educação Presencial	AC	39	3,034275773	3,110706242	3,091598625	4	1	-2,501131079	1,726420567	2
ENFERMAGEM	549	UNIVERSIDADE FEDERAL DO ACRE	Pública Federal	Educação Presencial	AC	26	3,787008135	3,389701027	3,489027804	4	1	2,7724013	3,225440962	4
ZOOTECNIA	15507	Instituto Federal de Educação, Ciência e Tecnologia do Acre	Pública Federal	Educação Presencial	AC	69	2,254092589	0,667230587	1,063946088	2	1	-1,351335369	1,976991775	3
TECNOLOGIA EM GESTÃO AMBIENTAL	15507	Instituto Federal de Educação, Ciência e Tecnologia do Acre	Pública Federal	Educação Presencial	AC	15	0,684072618	0,768083857	0,747081047	1	0,8	-1,511676933	0,80583747	1
NUTRIÇÃO	4	UNIVERSIDADE FEDERAL DO AMAZONAS	Pública Federal	Educação Presencial	AM	26	2,811757037	1,370840784	1,731069847	2	0,923076923	-0,865775453	2,216921234	3
ENFERMAGEM	4	UNIVERSIDADE FEDERAL DO AMAZONAS	Pública Federal	Educação Presencial	AM	23	3,132173224	2,720591183	2,823486694	3	0,956521739	2,53819276	3,166918453	4
MEDICINA	4	UNIVERSIDADE FEDERAL DO AMAZONAS	Pública Federal	Educação Presencial	AM	20	3,160201218	1,250132773	1,727649884	2	1	-4,267774924	0,904674474	1
FISIOTERAPIA	4	UNIVERSIDADE FEDERAL DO AMAZONAS	Pública Federal	Educação Presencial	AM	11	1,978269015	1,741650573	1,800805183	2	0,818181818	-1,919511416	1,972789069	3
AGRONOMIA	4	UNIVERSIDADE FEDERAL DO AMAZONAS	Pública Federal	Educação Presencial	AM	12	3,784009341	3,520590336	3,586445087	4	0,916666667	6,559201133	4,457548716	5
ENGENHARIA AMBIENTAL	4	UNIVERSIDADE FEDERAL DO AMAZONAS	Pública Federal	Educação Presencial	AM	16	1,596569279	2,131438721	1,997721361	3	0,8125	2,886869627	4,133713404	5
ENGENHARIA AMBIENTAL	4	UNIVERSIDADE FEDERAL DO AMAZONAS	Pública Federal	Educação Presencial	AM	13	1,701671259	1,28222645	1,387087652	2	0,923076923	-1,907366856	1,400958049	2
ENGENHARIA FLORESTAL	3172	UNIVERSIDADE DO ESTADO DO AMAZONAS	Pública Estadual	Educação Presencial	AM	23	3,685687519	0,921048184	1,612208017	2	1	2,129346632	3,441733395	4
AGRONOMIA	4	UNIVERSIDADE FEDERAL DO AMAZONAS	Pública Federal	Educação Presencial	AM	30	2,630826255	2,313496786	2,392829154	3	0,9	-0,020893626	2,47405831	3
FARMÁCIA	4	UNIVERSIDADE FEDERAL DO AMAZONAS	Pública Federal	Educação Presencial	AM	18	3,305752313	1,691651457	2,095176671	3	1	1,565042422	2,793545631	3
ENGENHARIA DE PRODUÇÃO	4	UNIVERSIDADE FEDERAL DO AMAZONAS	Pública Federal	Educação Presencial	AM	25	2,467952058	1,849047482	2,003773626	3	1	1,068079325	2,963897401	4
ODONTOLOGIA	4	UNIVERSIDADE FEDERAL DO AMAZONAS	Pública Federal	Educação Presencial	AM	24	4,540598291	3,944796375	4,093746854	5	0,916666667	4,075752967	3,565011665	4
ARQUITETURA E URBANISMO	18684	Faculdade Santa Teresa	Privada com fins lucrativos	Educação Presencial	AM	14	2,194589703	1,57890563	1,732826649	2	0,571428571	-2,264698761	1,66882299	2
FARMÁCIA	4277	FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS	Privada com fins lucrativos	Educação Presencial	AM	25	2,163482355	1,662962405	1,788092393	2	0,44	-1,799686709	1,88104836	2
ENGENHARIA CIVIL	4277	FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS	Privada com fins lucrativos	Educação Presencial	AM	3	3,88053467	1,415671493	2,031887287	3	0,666666667	-0,528298756	2,067155484	3
ENGENHARIA DE PRODUÇÃO	4277	FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS	Privada com fins lucrativos	Educação Presencial	AM	1				SC	1			SC
NUTRIÇÃO	4277	FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS	Privada com fins lucrativos	Educação Presencial	AM	25	1,715034895	2,275944804	2,135717327	3	0,52	-0,655980083	2,307956716	3
ENFERMAGEM	4277	FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS	Privada com fins lucrativos	Educação Presencial	AM	59	2,184888857	1,906223586	1,975889904	3	0,677966102	0,022291248	2,538261332	3
BIOMEDICINA	4277	FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS	Privada com fins lucrativos	Educação Presencial	AM	43	0,795793001	0,986036285	0,938475464	1	0,488372093	0,294065519	2,349481797	3
ENGENHARIA MECÂNICA	4277	FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS	Privada com fins lucrativos	Educação Presencial	AM	0				SC				SC
ENGENHARIA MECÂNICA	3172	UNIVERSIDADE DO ESTADO DO AMAZONAS	Pública Estadual	Educação Presencial	AM	6	2,956766606	2,643560992	2,721862396	3	0,833333333	-1,104355345	1,883235651	2
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	3172	UNIVERSIDADE DO ESTADO DO AMAZONAS	Pública Estadual	Educação Presencial	AM	18	2,815308448	3,876560186	3,611247252	4	0,833333333	0,988562602	2,77395449	3
ENGENHARIA DE PRODUÇÃO	3172	UNIVERSIDADE DO ESTADO DO AMAZONAS	Pública Estadual	Educação Presencial	AM	6	3,360691332	3,444604317	3,42362607	4	1	1,025177092	2,940362033	3
ENFERMAGEM	3172	UNIVERSIDADE DO ESTADO DO AMAZONAS	Pública Estadual	Educação Presencial	AM	34	3,945587216	4,290441437	4,204227882	5	1	6,94657951	4,26845749	5
ODONTOLOGIA	3172	UNIVERSIDADE DO ESTADO DO AMAZONAS	Pública Estadual	Educação Presencial	AM	30	3,264165755	3,732408042	3,61534747	4	0,933333333	4,971107533	3,803368018	4
MEDICINA	3172	UNIVERSIDADE DO ESTADO DO AMAZONAS	Pública Estadual	Educação Presencial	AM	63	2,372136765	1,72848134	1,889395196	2	0,904761905	-2,52762218	1,476470328	2
ENGENHARIA CIVIL	3172	UNIVERSIDADE DO ESTADO DO AMAZONAS	Pública Estadual	Educação Presencial	AM	19	3,276612584	3,408923902	3,375846073	4	0,894736842	2,468159152	2,871932423	3
ENGENHARIA DE COMPUTAÇÃO I	3172	UNIVERSIDADE DO ESTADO DO AMAZONAS	Pública Estadual	Educação Presencial	AM	19	3,416967009	3,353181866	3,369128151	4	0,947368421	2,531992395	3,313230235	4
ENGENHARIA ELÉTRICA	3172	UNIVERSIDADE DO ESTADO DO AMAZONAS	Pública Estadual	Educação Presencial	AM	31	3,041598784	3,0028463	3,012534421	4	0,870967742	-0,271111071	2,446681085	3
ENGENHARIA QUÍMICA	3172	UNIVERSIDADE DO ESTADO DO AMAZONAS	Pública Estadual	Educação Presencial	AM	12	3,262379765	2,747854319	2,87648568	3	0,833333333	-0,393938302	2,04009178	3
BIOMEDICINA	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	4	1,103949491	0,587223059	0,716404667	1	0,75	-2,216968099	1,79127494	2
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	17	1,311874705	1,303884235	1,305881853	2	0,470588235	-1,072796458	2,174747966	3
FARMÁCIA	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	28	1,737596798	0,535977914	0,836382635	1	0,5	-2,702816164	1,636124288	2
ENGENHARIA ELÉTRICA	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação a Distância	AM	28	1,233285233	0,25	0,495821308	1	0,321428571	-1,306620003	1,939045638	2
ENGENHARIA CIVIL	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação a Distância	AM	46	1,6873706	0,826220208	1,041507806	2	0,413043478	-5,026048777	0,859167384	1
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação a Distância	AM	1				SC	0			SC
ENGENHARIA CIVIL	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	83	2,292780143	1,624953331	1,791910034	2	0,771084337	0,953052278	2,465010948	3
TECNOLOGIA EM GESTÃO AMBIENTAL	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação a Distância	AM	7	2,087511029	0,585421897	0,96094418	2	0,285714286	0,469243175	2,61931633	3
FONOAUDIOLOGIA	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	54	1,80879758	0,698987838	0,976440274	2	0,666666667	-1,450076615	1,462109462	2
NUTRIÇÃO	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação a Distância	AM	35	1,711365902	0,266667259	0,62784192	1	0,485714286	-5,794827776	0,078081599	1
ENGENHARIA AMBIENTAL	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	32	1,883112416	1,449310015	1,557760615	2	0,84375	-1,886360799	1,412931679	2
ENGENHARIA ELÉTRICA	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	96	0,913860831	1,045496324	1,01258745	2	0,645833333	-2,173479791	1,514086718	2
ODONTOLOGIA	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	193	1,992775196	1,365543415	1,52235136	2	0,813471503	-2,66620973	1,770203549	2
ENGENHARIA DE PRODUÇÃO	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	41	2,399877985	1,706039656	1,879499238	2	0,634146341	0,288198835	2,536069447	3
FISIOTERAPIA	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	119	1,521597174	1,342153704	1,387014571	2	0,756302521	-3,700285892	1,475533667	2
ARQUITETURA E URBANISMO	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	111	2,308794023	1,948866194	2,038848151	3	0,702702703	1,173001713	3,165338124	4
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	37	2,241582633	1,839494502	1,940016535	2	0,459459459	-2,75138771	1,649928819	2
MEDICINA VETERINÁRIA	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	133	2,618500697	1,902999172	2,081874553	3	0,812030075	0,483146377	2,497779402	3
ENFERMAGEM	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	280	1,664198218	1,587660495	1,606794926	2	0,742857143	-2,076672252	2,013785971	3
NUTRIÇÃO	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	106	2,820528979	1,894253627	2,125822465	3	0,575471698	-1,301434325	2,027877905	3
TECNOLOGIA EM RADIOLOGIA	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	34	0,672173588	0,720060933	0,708089097	1	0,441176471	-3,668988825	1,3247818	2
FARMÁCIA	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	204	2,053976897	0,956201531	1,230645372	2	0,651960784	-3,202097484	1,500721756	2
TECNOLOGIA EM SEGURANÇA NO TRABALHO	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	2	5	5	5	5	1	6,82915E-07	3,400532423	4
BIOMEDICINA	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	117	1,293599502	0,921420673	1,01446538	2	0,700854701	-3,521873175	1,50119242	2
MEDICINA	2147	Centro Universitário CEUNI - FAMETRO	Privada com fins lucrativos	Educação Presencial	AM	133	0,807253541	0,956940421	0,919518701	1	0,804511278	-4,612328316	0,79145786	1
ENGENHARIA MECÂNICA	1812	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS	Pública Federal	Educação Presencial	AM	27	2,778237903	1,711531443	1,978208058	3	0,925925926	-4,482458198	0,568683109	1
MEDICINA VETERINÁRIA	1812	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS	Pública Federal	Educação Presencial	AM	42	4,003387549	3,307924354	3,481790153	4	0,952380952	1,304630478	2,765652054	3
ENGENHARIA CIVIL	1812	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS	Pública Federal	Educação Presencial	AM	21	2,773600668	2,029276759	2,215357737	3	0,952380952	-3,900714466	1,16140527	2
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	1812	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS	Pública Federal	Educação Presencial	AM	34	2,870308453	1,852194527	2,106723008	3	0,970588235	-1,13283129	1,560409702	2
ODONTOLOGIA	1638	FACULDADE DO AMAZONAS	Privada com fins lucrativos	Educação Presencial	AM	47	2,161683915	1,444503376	1,623798511	2	0,638297872	-2,577978571	1,793691961	2
ODONTOLOGIA	1592	FACULDADE DE ODONTOLOGIA DE MANAUS	Privada sem fins lucrativos	Educação Presencial	AM	16	0,994273765	0,004748208	0,252129597	1	0,3125	-6,012092393	0,879481125	1
MEDICINA VETERINÁRIA	1436	ESCOLA SUPERIOR BATISTA DO AMAZONAS	Privada com fins lucrativos	Educação Presencial	AM	63	1,054488175	0,478322521	0,622363935	1	0,634920635	-6,102752397	0,350224544	1
FONOAUDIOLOGIA	1422	CENTRO UNIVERSITÁRIO DO NORTE	Privada sem fins lucrativos	Educação Presencial	AM	8	1,678087352	0,769514061	0,996657384	2	0,625	-0,876707187	1,804220973	2
FISIOTERAPIA	1422	CENTRO UNIVERSITÁRIO DO NORTE	Privada sem fins lucrativos	Educação Presencial	AM	46	1,460732728	1,531794858	1,514029326	2	0,739130435	-2,79763498	1,727585821	2
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	1422	CENTRO UNIVERSITÁRIO DO NORTE	Privada sem fins lucrativos	Educação a Distância	AM	19	1,904672634	1,116495635	1,313539885	2	0,210526316	-1,081650783	2,171979621	3
ENFERMAGEM	1422	CENTRO UNIVERSITÁRIO DO NORTE	Privada sem fins lucrativos	Educação Presencial	AM	348	1,856022784	1,448950987	1,550718937	2	0,787356322	-3,716510947	1,604033733	2
ARQUITETURA E URBANISMO	1422	CENTRO UNIVERSITÁRIO DO NORTE	Privada sem fins lucrativos	Educação a Distância	AM	0				SC				SC
ARQUITETURA E URBANISMO	1422	CENTRO UNIVERSITÁRIO DO NORTE	Privada sem fins lucrativos	Educação Presencial	AM	37	1,963932653	1,971933472	1,969933267	3	0,648648649	-0,122969684	2,601170064	3
FARMÁCIA	1422	CENTRO UNIVERSITÁRIO DO NORTE	Privada sem fins lucrativos	Educação Presencial	AM	140	1,170133228	0,854033617	0,93305852	1	0,678571429	-5,564264569	0,860114167	1
NUTRIÇÃO	1422	CENTRO UNIVERSITÁRIO DO NORTE	Privada sem fins lucrativos	Educação Presencial	AM	22	1,262258679	1,228555445	1,236981253	2	0,681818182	-1,648229626	1,877394711	2
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	1422	CENTRO UNIVERSITÁRIO DO NORTE	Privada sem fins lucrativos	Educação Presencial	AM	73	2,295282938	1,998589457	2,072762827	3	0,342465753	-1,215036114	2,130276094	3
ENFERMAGEM	1422	CENTRO UNIVERSITÁRIO DO NORTE	Privada sem fins lucrativos	Educação Presencial	AM	23	2,169103978	0,940378927	1,24756019	2	0,782608696	-4,630910544	1,375549504	2
ODONTOLOGIA	1422	CENTRO UNIVERSITÁRIO DO NORTE	Privada sem fins lucrativos	Educação Presencial	AM	72	1,864399028	1,263493205	1,413719661	2	0,791666667	-2,622466973	1,781848505	2
ENGENHARIA DE COMPUTAÇÃO I	1422	CENTRO UNIVERSITÁRIO DO NORTE	Privada sem fins lucrativos	Educação Presencial	AM	33	1,71640161	1,152881112	1,293761236	2	0,787878788	0,305270532	2,421310193	3
